value,yago-4,yago-4.5.0.2,relative_change
nodes/http://yago-knowledge.org/resource/Deutsches_Forschungsnetz/unweighted,0.389097,0.628264,0.614673
nodes/http://yago-knowledge.org/resource/European_Union/rank_weighted,140.000000,54.000000,-0.614286
nodes/http://yago-knowledge.org/resource/Comecon/unweighted,0.423350,0.682284,0.611632
nodes/http://yago-knowledge.org/resource/World_Bank/rank_weighted,109.000000,43.000000,-0.605505
nodes/http://yago-knowledge.org/resource/Bursa/entropy_weighted,0.464100,0.183098,-0.605477
nodes/http://yago-knowledge.org/resource/African_Development_Bank/rank_unweighted,225.000000,90.000000,-0.600000
nodes/http://yago-knowledge.org/resource/International_Development_Association/rank_shift,-15.000000,-6.000000,0.600000
nodes/http://yago-knowledge.org/resource/Tatra_County/rank_shift,377.000000,151.000000,-0.599469
nodes/http://yago-knowledge.org/resource/Attilâ_İlhan/rank_unweighted,5362.000000,2152.000000,-0.598657
nodes/http://yago-knowledge.org/resource/Deutsches_Forschungsnetz/entropy_weighted,0.251241,0.401132,0.596601
nodes/http://yago-knowledge.org/resource/Bloomsbury/rank_weighted,4851.000000,1958.000000,-0.596372
nodes/http://yago-knowledge.org/resource/Auckland/entropy_weighted,0.153649,0.244879,0.593757
nodes/http://yago-knowledge.org/resource/Louis_Bonaparte/rank_unweighted,4624.000000,1880.000000,-0.593426
nodes/http://yago-knowledge.org/resource/Finsterwalde/entropy_weighted,0.155184,0.246560,0.588827
nodes/http://yago-knowledge.org/resource/United_States/unweighted,16.472292,26.163012,0.588304
nodes/http://yago-knowledge.org/resource/Heidelberg_Academy_of_Sciences_and_Humanities/rank_unweighted,5250.000000,2170.000000,-0.586667
nodes/http://yago-knowledge.org/resource/International_Energy_Agency/rank_weighted,232.000000,97.000000,-0.581897
nodes/http://yago-knowledge.org/resource/Ecuador/unweighted,4.966788,2.078926,-0.581434
nodes/http://yago-knowledge.org/resource/Hessischer_Städtetag_Q26882604/unweighted,0.289528,0.457868,0.581428
nodes/http://yago-knowledge.org/resource/OECD/rank_unweighted,138.000000,58.000000,-0.579710
nodes/http://yago-knowledge.org/resource/Nordic_Council/unweighted,0.224128,0.354031,0.579597
nodes/http://yago-knowledge.org/resource/Meyrin/rank_weighted,3929.000000,1654.000000,-0.579028
nodes/http://yago-knowledge.org/resource/Australia_Group/rank_unweighted,178.000000,75.000000,-0.578652
nodes/http://yago-knowledge.org/resource/Karlsruhe_Institute_of_Technology/rank_unweighted,5210.000000,2201.000000,-0.577543
nodes/http://yago-knowledge.org/resource/Vienna/rank_weighted,219.000000,93.000000,-0.575342
nodes/http://yago-knowledge.org/resource/Ulrich_Sinn/rank_unweighted,5083.000000,2165.000000,-0.574070
nodes/http://yago-knowledge.org/resource/Missile_Technology_Control_Regime/rank_unweighted,190.000000,81.000000,-0.573684
nodes/http://yago-knowledge.org/resource/Royal_Borough_of_Kensington_and_Chelsea/entropy_weighted,0.470178,0.202206,-0.569936
nodes/http://yago-knowledge.org/resource/Movement_Coordination_Centre_Europe/rank_unweighted,210.000000,91.000000,-0.566667
nodes/http://yago-knowledge.org/resource/East_Germany/entropy_weighted,1.934840,0.838822,-0.566464
nodes/http://yago-knowledge.org/resource/University_of_Douai/rank_weighted,5170.000000,2249.000000,-0.564990
nodes/http://yago-knowledge.org/resource/Meyrin/rank_unweighted,3195.000000,1390.000000,-0.564945
nodes/http://yago-knowledge.org/resource/Raymond_Geuss/rank_unweighted,5023.000000,2189.000000,-0.564205
nodes/http://yago-knowledge.org/resource/Niedersächsischer_Städtetag_Q1988624/entropy_weighted,0.255938,0.400019,0.562953
nodes/http://yago-knowledge.org/resource/Friederike_Sinn_Q20871698/rank_weighted,5101.000000,2234.000000,-0.562047
nodes/http://yago-knowledge.org/resource/Elbe-Elster/rank_weighted,252.000000,393.000000,0.559524
nodes/http://yago-knowledge.org/resource/Repton_School/rank_unweighted,5118.000000,2260.000000,-0.558421
nodes/http://yago-knowledge.org/resource/Erotic_Film_Awards_Q15144094/rank_unweighted,5137.000000,2271.000000,-0.557913
nodes/http://yago-knowledge.org/resource/List_of_members_of_the_AVN_Hall_of_Fame/rank_unweighted,5138.000000,2272.000000,-0.557805
nodes/http://yago-knowledge.org/resource/List_of_members_of_the_XRCO_Hall_of_Fame/rank_unweighted,5139.000000,2273.000000,-0.557696
nodes/http://yago-knowledge.org/resource/University_of_Amsterdam/rank_weighted,5226.000000,2325.000000,-0.555109
nodes/http://yago-knowledge.org/resource/Comprehensive_Nuclear-Test-Ban_Treaty_Organization/rank_shift,-155.000000,-241.000000,-0.554839
nodes/http://yago-knowledge.org/resource/International_Commission_for_the_Protection_of_the_Danube_River/rank_shift,-155.000000,-241.000000,-0.554839
nodes/http://yago-knowledge.org/resource/Bryanston_School/rank_weighted,5200.000000,2315.000000,-0.554808
nodes/http://yago-knowledge.org/resource/Leipzig/rank_unweighted,231.000000,103.000000,-0.554113
nodes/http://yago-knowledge.org/resource/Wimpole_Street/rank_unweighted,5231.000000,2333.000000,-0.554005
nodes/http://yago-knowledge.org/resource/Missile_Technology_Control_Regime/rank_weighted,235.000000,105.000000,-0.553191
nodes/http://yago-knowledge.org/resource/Hanover_Region/rank_weighted,191.000000,296.000000,0.549738
nodes/http://yago-knowledge.org/resource/Marlborough_College/rank_weighted,5201.000000,2346.000000,-0.548933
nodes/http://yago-knowledge.org/resource/Australia_Group/rank_weighted,212.000000,96.000000,-0.547170
nodes/http://yago-knowledge.org/resource/Meyrin/unweighted,0.482989,0.218803,-0.546981
nodes/http://yago-knowledge.org/resource/Council_of_Europe/rank_weighted,165.000000,75.000000,-0.545455
nodes/http://yago-knowledge.org/resource/Hochschule_für_Grafik_und_Buchkunst_Leipzig/rank_unweighted,5174.000000,2369.000000,-0.542134
nodes/http://yago-knowledge.org/resource/Weißensee_Academy_of_Art_Berlin/rank_unweighted,5175.000000,2370.000000,-0.542029
nodes/http://yago-knowledge.org/resource/Jan-Pieter_Nitzsche_Q81621153/rank_unweighted,5177.000000,2371.000000,-0.542013
nodes/http://yago-knowledge.org/resource/Goethe_University_Frankfurt/rank_weighted,5179.000000,2373.000000,-0.541803
nodes/http://yago-knowledge.org/resource/Melbourne/entropy_weighted,0.349638,0.539045,0.541726
nodes/http://yago-knowledge.org/resource/Rome_Prize/rank_weighted,5215.000000,2394.000000,-0.540940
nodes/http://yago-knowledge.org/resource/Australian_Academy_of_the_Humanities/rank_weighted,5225.000000,2399.000000,-0.540861
nodes/http://yago-knowledge.org/resource/Bad_Bevensen/rank_weighted,5138.000000,2370.000000,-0.538731
nodes/http://yago-knowledge.org/resource/Hanover/rank_weighted,78.000000,120.000000,0.538462
nodes/http://yago-knowledge.org/resource/Asunción/entropy_weighted,0.167838,0.258211,0.538452
nodes/http://yago-knowledge.org/resource/Upper_Rhine_Trinational_Metropolitan_Region_Q606944/rank_weighted,3849.000000,1777.000000,-0.538322
nodes/http://yago-knowledge.org/resource/East_Germany/unweighted,4.033691,1.864056,-0.537878
nodes/http://yago-knowledge.org/resource/Halmstad/unweighted,0.461926,0.213727,-0.537313
nodes/http://yago-knowledge.org/resource/Johanneum_Lüneburg_Q1698887/rank_weighted,5183.000000,2401.000000,-0.536755
nodes/http://yago-knowledge.org/resource/University_of_Douai/rank_unweighted,5196.000000,2408.000000,-0.536567
nodes/http://yago-knowledge.org/resource/Aberdeenshire/rank_unweighted,5184.000000,2405.000000,-0.536073
nodes/http://yago-knowledge.org/resource/Glasgow/rank_unweighted,5115.000000,2374.000000,-0.535875
nodes/http://yago-knowledge.org/resource/Upper_Bavaria/unweighted,1.588095,0.737496,-0.535610
nodes/http://yago-knowledge.org/resource/Movement_Coordination_Centre_Europe/rank_weighted,254.000000,118.000000,-0.535433
nodes/http://yago-knowledge.org/resource/University_of_Amsterdam/rank_unweighted,5257.000000,2453.000000,-0.533384
nodes/http://yago-knowledge.org/resource/Andean_Community/rank_shift,-203.000000,-95.000000,0.532020
nodes/http://yago-knowledge.org/resource/Socialist_Unity_Party_of_Germany/entropy_weighted,0.159688,0.244643,0.532005
nodes/http://yago-knowledge.org/resource/Istanbul/rank_shift,32.000000,49.000000,0.531250
nodes/http://yago-knowledge.org/resource/Bryanston_School/rank_unweighted,5221.000000,2449.000000,-0.530933
nodes/http://yago-knowledge.org/resource/Ruth_Padel/rank_unweighted,5227.000000,2452.000000,-0.530897
nodes/http://yago-knowledge.org/resource/Comecon/entropy_weighted,0.218999,0.335076,0.530040
nodes/http://yago-knowledge.org/resource/Holyhead/rank_unweighted,5117.000000,2411.000000,-0.528825
nodes/http://yago-knowledge.org/resource/Deutsches_Forschungsnetz/rank_shift,282.000000,133.000000,-0.528369
nodes/http://yago-knowledge.org/resource/Marlborough_College/rank_unweighted,5244.000000,2474.000000,-0.528223
nodes/http://yago-knowledge.org/resource/Elfriede_Knauer/rank_unweighted,5216.000000,2478.000000,-0.524923
nodes/http://yago-knowledge.org/resource/Rome_Prize/rank_unweighted,5219.000000,2480.000000,-0.524813
nodes/http://yago-knowledge.org/resource/Detlev-Rohwedder-Haus/rank_weighted,4709.000000,2251.000000,-0.521979
nodes/http://yago-knowledge.org/resource/Strategic_Airlift_Capability/unweighted,2.311474,1.106725,-0.521204
nodes/http://yago-knowledge.org/resource/Non-Aligned_Movement/rank_shift,-123.000000,-59.000000,0.520325
nodes/http://yago-knowledge.org/resource/Olwen_Brogan/rank_unweighted,4947.000000,2375.000000,-0.519911
nodes/http://yago-knowledge.org/resource/Eleni-Alexandra_Amburger_Q20800727/rank_unweighted,4821.000000,2334.000000,-0.515868
nodes/http://yago-knowledge.org/resource/Bloomsbury/rank_unweighted,4794.000000,2324.000000,-0.515227
nodes/http://yago-knowledge.org/resource/Denis_William_Brogan/rank_unweighted,4952.000000,2410.000000,-0.513328
nodes/http://yago-knowledge.org/resource/Schiller_School_Q15127420/rank_weighted,5211.000000,2546.000000,-0.511418
nodes/http://yago-knowledge.org/resource/University_College_London/entropy_weighted,0.366949,0.179315,-0.511334
nodes/http://yago-knowledge.org/resource/Frederick_William_III_of_Prussia/rank_weighted,4897.000000,2403.000000,-0.509291
nodes/http://yago-knowledge.org/resource/Jocelyn_Bell_Burnell_Medal_and_Prize/rank_weighted,5163.000000,2534.000000,-0.509200
nodes/http://yago-knowledge.org/resource/Julia_Higgins_Medal_Q65008324/rank_weighted,5164.000000,2535.000000,-0.509101
nodes/http://yago-knowledge.org/resource/Gold_Medal_Award_for_Distinguished_Archaeological_Achievement/rank_weighted,5213.000000,2560.000000,-0.508920
nodes/http://yago-knowledge.org/resource/Robin_Perrin_Award_Q56692352/rank_weighted,5166.000000,2537.000000,-0.508904
nodes/http://yago-knowledge.org/resource/Söndrum_Q18227824/rank_weighted,5174.000000,2541.000000,-0.508891
nodes/http://yago-knowledge.org/resource/South_Holland/entropy_weighted,0.324674,0.489891,0.508869
nodes/http://yago-knowledge.org/resource/Weimar_Triangle/entropy_weighted,0.174811,0.263626,0.508069
nodes/http://yago-knowledge.org/resource/Kenyon_Medal/rank_weighted,5245.000000,2581.000000,-0.507912
nodes/http://yago-knowledge.org/resource/Coalition_for_Networked_Information/entropy_weighted,0.215650,0.324767,0.505993
nodes/http://yago-knowledge.org/resource/Erik_Amburger_Q110972/rank_unweighted,5243.000000,2594.000000,-0.505245
nodes/http://yago-knowledge.org/resource/Cambridge_Q21713103/rank_unweighted,103.000000,155.000000,0.504854
nodes/http://yago-knowledge.org/resource/Australian_Academy_of_the_Humanities/rank_unweighted,5280.000000,2624.000000,-0.503030
nodes/http://yago-knowledge.org/resource/Kenyon_Medal/rank_unweighted,5273.000000,2621.000000,-0.502940
nodes/http://yago-knowledge.org/resource/Georg_Nicolaus_Knauer/rank_unweighted,5207.000000,2592.000000,-0.502209
nodes/http://yago-knowledge.org/resource/Goethe_University_Frankfurt/rank_unweighted,5203.000000,2591.000000,-0.502018
nodes/http://yago-knowledge.org/resource/German_Archaeological_Institute/rank_weighted,194.000000,291.000000,0.500000
nodes/http://yago-knowledge.org/resource/Sweden/rank_weighted,66.000000,33.000000,-0.500000
nodes/http://yago-knowledge.org/resource/Schiller_School_Q15127420/rank_unweighted,5251.000000,2627.000000,-0.499714
nodes/http://yago-knowledge.org/resource/Bad_Bevensen/rank_unweighted,5208.000000,2610.000000,-0.498848
nodes/http://yago-knowledge.org/resource/Söndrum_Q18227824/rank_unweighted,5162.000000,2587.000000,-0.498838
nodes/http://yago-knowledge.org/resource/Johanneum_Lüneburg_Q1698887/rank_unweighted,5211.000000,2612.000000,-0.498753
nodes/http://yago-knowledge.org/resource/Friederike_Sinn_Q20871698/rank_unweighted,5209.000000,2611.000000,-0.498752
nodes/http://yago-knowledge.org/resource/Gold_Medal_Award_for_Distinguished_Archaeological_Achievement/rank_unweighted,5214.000000,2614.000000,-0.498657
nodes/http://yago-knowledge.org/resource/Cambridge_Q21713103/unweighted,2.794789,1.403552,-0.497797
nodes/http://yago-knowledge.org/resource/Jocelyn_Bell_Burnell_Medal_and_Prize/rank_unweighted,5146.000000,2600.000000,-0.494753
nodes/http://yago-knowledge.org/resource/Julia_Higgins_Medal_Q65008324/rank_unweighted,5147.000000,2601.000000,-0.494657
nodes/http://yago-knowledge.org/resource/Robin_Perrin_Award_Q56692352/rank_unweighted,5149.000000,2603.000000,-0.494465
nodes/http://yago-knowledge.org/resource/Arthur_Dale_Trendall/rank_unweighted,5361.000000,2739.000000,-0.489088
nodes/http://yago-knowledge.org/resource/Arthur_Dale_Trendall/rank_weighted,5361.000000,2739.000000,-0.489088
nodes/http://yago-knowledge.org/resource/Desireé_Cousteau/rank_unweighted,5365.000000,2742.000000,-0.488910
nodes/http://yago-knowledge.org/resource/Desireé_Cousteau/rank_weighted,5365.000000,2742.000000,-0.488910
nodes_reranked,5327.000000,2727.000000,-0.488080
nodes/http://yago-knowledge.org/resource/John_Manuel_Cook/rank_unweighted,5366.000000,2747.000000,-0.488073
nodes/http://yago-knowledge.org/resource/John_Manuel_Cook/rank_weighted,5366.000000,2747.000000,-0.488073
nodes/http://yago-knowledge.org/resource/Karl_Jakob_Weber/rank_unweighted,5367.000000,2749.000000,-0.487796
nodes/http://yago-knowledge.org/resource/Karl_Jakob_Weber/rank_weighted,5367.000000,2749.000000,-0.487796
nodes/http://yago-knowledge.org/resource/Frederick_William_III_of_Prussia/rank_unweighted,4909.000000,2516.000000,-0.487472
nodes/http://yago-knowledge.org/resource/Mandy_Mystery_Q1889104/rank_unweighted,5368.000000,2752.000000,-0.487332
nodes/http://yago-knowledge.org/resource/Mandy_Mystery_Q1889104/rank_weighted,5368.000000,2752.000000,-0.487332
nodes/http://yago-knowledge.org/resource/Sofía_Ugarriza_Q62752201/rank_unweighted,5370.000000,2755.000000,-0.486965
nodes/http://yago-knowledge.org/resource/Sofía_Ugarriza_Q62752201/rank_weighted,5370.000000,2755.000000,-0.486965
nodes/http://yago-knowledge.org/resource/Kommunaler_Arbeitgeberverband_Berlin_Q1780343/entropy_weighted,0.159307,0.236870,0.486880
nodes/http://yago-knowledge.org/resource/Thomas_Dempster/rank_unweighted,5371.000000,2757.000000,-0.486688
nodes/http://yago-knowledge.org/resource/Thomas_Dempster/rank_weighted,5371.000000,2757.000000,-0.486688
sampling/nodes,5372.000000,2759.000000,-0.486411
nodes/http://yago-knowledge.org/resource/World_Bank_Group/rank_unweighted,144.000000,74.000000,-0.486111
nodes/http://yago-knowledge.org/resource/Nuclear_Suppliers_Group/rank_shift,-35.000000,-18.000000,0.485714
nodes/http://yago-knowledge.org/resource/Weimar/entropy_weighted,0.408465,0.212607,-0.479498
nodes/http://yago-knowledge.org/resource/University_of_Hamburg/unweighted,0.157919,0.233634,0.479451
nodes/http://yago-knowledge.org/resource/American_Council_of_Learned_Societies/unweighted,0.233813,0.345306,0.476848
nodes/http://yago-knowledge.org/resource/Comprehensive_Nuclear-Test-Ban_Treaty_Organization/entropy_weighted,0.161041,0.237736,0.476250
nodes/http://yago-knowledge.org/resource/International_Commission_for_the_Protection_of_the_Danube_River/entropy_weighted,0.161041,0.237736,0.476250
nodes/http://yago-knowledge.org/resource/Europe/entropy_weighted,0.459955,0.241579,-0.474777
nodes/http://yago-knowledge.org/resource/South_Cambridgeshire/entropy_weighted,0.555309,0.292573,-0.473135
nodes/http://yago-knowledge.org/resource/Cambridge/unweighted,1.448055,2.131422,0.471920
nodes/http://yago-knowledge.org/resource/United_Kingdom_of_Great_Britain_and_Ireland/entropy_weighted,0.180910,0.265947,0.470054
nodes/http://yago-knowledge.org/resource/Ecuador/entropy_weighted,1.713742,0.910320,-0.468812
nodes/http://yago-knowledge.org/resource/Missile_Technology_Control_Regime/rank_shift,-45.000000,-24.000000,0.466667
nodes/http://yago-knowledge.org/resource/Walter-Herwig_Schuchhardt/rank_unweighted,5167.000000,2758.000000,-0.466228
nodes/http://yago-knowledge.org/resource/Tatra_County/unweighted,0.468897,0.250801,-0.465125
nodes/http://yago-knowledge.org/resource/Steglitz-Zehlendorf/unweighted,0.343465,0.502883,0.464148
nodes/http://yago-knowledge.org/resource/Liselotte_Welskopf-Henrich/rank_unweighted,5126.000000,2751.000000,-0.463324
nodes/http://yago-knowledge.org/resource/Evelyn_Hartnick-Geismeier_Q1381751/rank_unweighted,5075.000000,2744.000000,-0.459310
