kind,change,term,triples_in_v2
predicate,removed,notablePhysicalAnthropologists,
predicate,removed,notablePize,
predicate,removed,notablePositions,
predicate,removed,notablePostdocs,
predicate,removed,notablePractioners,
predicate,removed,notablePrize,
predicate,removed,notablePrizes,
predicate,removed,notableProducers,
predicate,removed,notableRaces,
predicate,removed,notableRecordings,
predicate,removed,notableResidents,
predicate,removed,notableRole,
predicate,removed,notableRole(s)_,
predicate,removed,notableScholarshipsAndAwards,
predicate,removed,notableShows,
predicate,removed,notableSoldierss,
predicate,removed,notableSongs,
predicate,removed,notableSource,
predicate,removed,notableStaff,
predicate,removed,notableTeachers,
predicate,removed,notableViceCommanders,
predicate,removed,notableVictory,
predicate,removed,professionals,
predicate,removed,notableWork(s)_,
predicate,removed,notableWorksAndRoles,
predicate,removed,"notableWorksDecember,1960,%22theWesterner%22HePlayedAMexicanWranglerAndPalOfBrianKeith(theStarOfTheShortLivedSeriesCreatedBySamPeckinpaugh",
predicate,removed,notableaward,
predicate,removed,notableawards,
predicate,removed,notablecrew,
predicate,removed,notablemovies,
predicate,removed,notablerole,
predicate,removed,notableroles,
predicate,removed,notablesFilms,
predicate,removed,notablevictories,
predicate,removed,notableworksandideas,
predicate,removed,notaryName,
predicate,removed,notaryTitle,
predicate,removed,notas,
predicate,removed,noteableWorks,
predicate,removed,notedAlumni,
predicate,removed,notedFor,
predicate,removed,notedWorks,
predicate,removed,notefirst,
predicate,removed,notesLength,
predicate,removed,noteworthyAccomplishments,
predicate,removed,notified,
predicate,removed,notifiedTitle,
predicate,removed,notouts,
predicate,removed,notparticpating,
predicate,removed,notracks,
predicate,removed,notw,
predicate,removed,noun,
predicate,removed,nounspecifed,
predicate,removed,nounspecified,
predicate,removed,novAveragePrecipitationMm,
predicate,removed,novAvgF,
predicate,removed,novFogDays,
predicate,removed,novHumidity%25_,
predicate,removed,novMaxC,
predicate,removed,novMaxWindSpeed,
predicate,removed,novMeanDailySunshineHours,
predicate,removed,novMinC,
predicate,removed,novPrecipitationDays(%3E_,
predicate,removed,novPrecipitationIn,
predicate,removed,novRain,
predicate,removed,novRainIn,
predicate,removed,novRainyDays,
predicate,removed,novRecHighC,
predicate,removed,novRecHighF,
predicate,removed,novRecLowC,
predicate,removed,novRecLowF,
predicate,removed,novRecordHighMinimumC,
predicate,removed,novRecordLowMaximumC,
predicate,removed,novRecordSnowInch,
predicate,removed,novSnowfallInch,
predicate,removed,novSunshineHours,
predicate,removed,novWind,
predicate,removed,novelBy,
predicate,removed,noviewersonmainlist,
predicate,removed,nowBased,
predicate,removed,nowCoaching,
predicate,removed,nowPerceptiveCaptureCompanyLogo,
predicate,removed,nowResiding,
predicate,removed,nowSoftwareVersion,
predicate,removed,noye,
predicate,removed,npCoolingSource,
predicate,removed,npFuelSupplier,
predicate,removed,npFuelType,
predicate,removed,npGcn,
predicate,removed,nplRatio,
predicate,removed,nqf,
predicate,removed,nr.OfPlates,
predicate,removed,nrcN,
predicate,removed,nri,
predicate,removed,nsAlbum,
predicate,removed,nsbi,
predicate,removed,nsdsfoborder,
predicate,removed,nshortsummary,
predicate,removed,nshowName,
predicate,removed,nsk,
predicate,removed,nsm,
predicate,removed,nsme,
predicate,removed,nsoref,
predicate,removed,nsrhandndndndnfdndndnsskaakakaotableInstruments,
predicate,removed,nssCoOrdinator,
predicate,removed,cosparId,
predicate,removed,nswTrainlinkNorthCoast,
predicate,removed,nswTrainlinkNorthWestern,
predicate,removed,nswTrainlinkSouthern,
predicate,removed,nswTrainlinkWestern,
predicate,removed,ntUpdate,
predicate,removed,ntUpdated,
predicate,removed,nta,
predicate,removed,ntcupdate,
predicate,removed,nteam,
predicate,removed,ntiveNameLang,
predicate,removed,ntl,
predicate,removed,ntoes,
predicate,removed,ntpdate,
predicate,removed,ntsawards,
predicate,removed,nttupdate,
predicate,removed,ntu,
predicate,removed,ntudpdate,
predicate,removed,ntupadate,
predicate,removed,ntupadte,
predicate,removed,ntupdateNegouse,
predicate,removed,nuBBball,
predicate,removed,nuBChess,
predicate,removed,nuBFencing,
predicate,removed,nuBFtball,
predicate,removed,nuBJudo,
predicate,removed,nuBSwim,
predicate,removed,nuBTaekwd,
predicate,removed,nuBTbltenn,
predicate,removed,nuBTrack,
predicate,removed,nuBVball,
predicate,removed,nuCTaekp,
predicate,removed,nuDivisio,
predicate,removed,nuGFencing,
predicate,removed,nuGSwim,
predicate,removed,nuGVball,
predicate,removed,nuMBadmnt,
predicate,removed,nuMBball,
predicate,removed,nuMBsball,
predicate,removed,nuMBvolley,
predicate,removed,nuMChess,
predicate,removed,nuMFencing,
predicate,removed,nuMFtball,
predicate,removed,nuMJudo,
predicate,removed,nuMSwim,
predicate,removed,nuMTaekwd,
predicate,removed,nuMTbltenn,
predicate,removed,nuMTennis,
predicate,removed,nuMTrack,
predicate,removed,nuMVball,
predicate,removed,nuWBadmnt,
predicate,removed,nuWBball,
predicate,removed,nuWBsball,
predicate,removed,nuWBvolley,
predicate,removed,nuWChess,
predicate,removed,nuWFencing,
predicate,removed,nuWFtball,
predicate,removed,nuWJudo,
predicate,removed,nuWSwim,
predicate,removed,nuWTaekwd,
predicate,removed,nuWTbltenn,
predicate,removed,nuWTennis,
predicate,removed,nuWTrack,
predicate,removed,nuWVball,
predicate,removed,nucli,
predicate,removed,nuj,
predicate,removed,nukat,
predicate,removed,null,
predicate,removed,num.OfEmployees,
predicate,removed,numActiveVolunteers,
predicate,removed,numAdvisors,
predicate,removed,numAgents,
predicate,removed,numAlumni,
predicate,removed,numAnnualConferenceAttendees,
predicate,removed,numAnnualVisitsToTheNetwork'sWebsites,
predicate,removed,numAssociates,
predicate,removed,numBeneficiaries,
predicate,removed,numBirdSpecies,
predicate,removed,numBooks,
predicate,removed,numCaptures,
predicate,removed,numCentres,
predicate,removed,numChapters,
predicate,removed,numClients,
predicate,removed,numColumn,
predicate,removed,numComics,
predicate,removed,numContestants,
predicate,removed,numContractors,
predicate,removed,numCountriesServed(includingU.s.)_,
predicate,removed,numCpas,
predicate,removed,numCustomers,
predicate,removed,numCycles,
predicate,removed,numDepots,
predicate,removed,numDirectors,
predicate,removed,numDonors,
predicate,removed,numElectrons,
predicate,removed,numEmplees,
predicate,removed,vol,
predicate,removed,numEmployees(globally)_,
predicate,removed,numEmployees(year)_,
predicate,removed,numEmployeesDate,
predicate,removed,numEmployes,
predicate,removed,numEmployess,
predicate,removed,numEmplyees,
predicate,removed,numEpi,
predicate,removed,numEpisode,
predicate,removed,numEpisodes(originalRun)_,
predicate,removed,numEpisodesAired,
predicate,removed,numEpisodesPerSeason,
predicate,removed,numEpisodios,
predicate,removed,numFacultyMembersAndTheirLaboratoryGroups,
predicate,removed,numFranchises,
predicate,removed,numFullTimeEmployees,
predicate,removed,numHospitalsAndClinics,
predicate,removed,numInterns,
predicate,removed,numIssues,
predicate,removed,numLearners,
predicate,removed,numLiam'sStoryWebisodes,
predicate,removed,numLiveShows,
predicate,removed,numLocationYear,
predicate,removed,numLocomotives,
predicate,removed,numMammals,
predicate,removed,numMemberChurches,
predicate,removed,numMovies,
predicate,removed,numNgosRegisteredInGlobalDatabase,
predicate,removed,numOfEpisodes,
predicate,removed,numOfSeries,
predicate,removed,numOfTeams,
predicate,removed,numOrganiser,
predicate,removed,numOutreachCapacity,
predicate,removed,numPart,
predicate,removed,numPartners&Employees,
predicate,removed,numPassengers,
predicate,removed,numPatients,
predicate,removed,numRegisteredMembers,
predicate,removed,numResearchers,
predicate,removed,numRow,
predicate,removed,numSchools,
predicate,removed,numSections,
predicate,removed,numSeriesOneEpisodes,
predicate,removed,numSeriess,
predicate,removed,numSeris,
predicate,removed,numServed,
predicate,removed,numSesaons,
predicate,removed,numSites,
predicate,removed,numStores,
predicate,removed,numStuff,
predicate,removed,numTasks,
predicate,removed,numTeacher,
predicate,removed,numTeam,
predicate,removed,numTeamMembers,
predicate,removed,numTechnologyPartners,
predicate,removed,numTechnologyProductDonationsToDate,
predicate,removed,numUnits,
predicate,removed,numValueOfSavingsToTheSectorToDate,
predicate,removed,numVehicles,
predicate,removed,numVideos,
predicate,removed,numVisitors,
predicate,removed,numVolumes,
predicate,removed,numVolunteerEyeSurgeons,
predicate,removed,numWebisodes,
predicate,removed,numWorkers,
predicate,removed,numYears,
predicate,removed,numb,
predicate,removed,numbber,
predicate,removed,numbe,
predicate,removed,number1Type,
predicate,removed,numberBuiltByStinson,
predicate,removed,numberDays,
predicate,removed,numberDesigners,
predicate,removed,numberEpisodes,
predicate,removed,numberFarmer,
predicate,removed,numberIn6thForm,
predicate,removed,numberInClass,
predicate,removed,numberInSeries,
predicate,removed,numberInService,
predicate,removed,numberLegs,
predicate,removed,numberLocations,
predicate,removed,numberNkLegs,
predicate,removed,numberOfAffiliatedColleges,
predicate,removed,numberOfAgents,
predicate,removed,numberOfAltars,
predicate,removed,numberOfAnchorTenants,
predicate,removed,numberOfAnchorsTenants,
predicate,removed,numberOfApartments,
predicate,removed,numberOfApps,
predicate,removed,numberOfArms,
predicate,removed,match,
predicate,removed,numberOfBands,
predicate,removed,numberOfBoys,
predicate,removed,numberOfBranches,
predicate,removed,numberOfBrands,
predicate,removed,numberOfBuildings,
predicate,removed,numberOfCampus,
predicate,removed,numberOfCarPark,
predicate,removed,numberOfCateringOutlets,
predicate,removed,numberOfClassrooms,
predicate,removed,numberOfClerks,
predicate,removed,numberOfCoaches,
predicate,removed,numberOfColleges,
predicate,removed,numberOfContestants,
predicate,removed,numberOfCountries,
predicate,removed,numberOfCurrentTenants,
predicate,removed,numberOfCustomers,
predicate,removed,numberOfDepartments,
predicate,removed,numberOfDrops,
predicate,removed,numberOfElevators,
predicate,removed,numberOfEmployess,
predicate,removed,numberOfEnrolledStudents,
predicate,removed,numberOfEpisodeAppearances,
predicate,removed,numberOfEpisodes,
predicate,removed,numberOfEposides,
predicate,removed,numberOfEps,
predicate,removed,numberOfEps.,
predicate,removed,numberOfEventSpaces,
predicate,removed,numberOfExpertsInTheNetwork,
predicate,removed,numberOfFamilies,
predicate,removed,numberOfFeatures,
predicate,removed,numberOfFilms,
predicate,removed,numberOfGirls,
predicate,removed,numberOfGoldDiscs,
predicate,removed,numberOfGymnasium,
predicate,removed,numberOfHostel,
predicate,removed,numberOfHouseholds,
predicate,removed,numberOfHouses,
predicate,removed,numberOfIssues,
predicate,removed,numberOfJuniorAnchors,
predicate,removed,numberOfLevels,
predicate,removed,numberOfLines,
predicate,removed,numberOfListedIssuers,
predicate,removed,numberOfLocations,
predicate,removed,numberOfMajorAnchors,
predicate,removed,numberOfMansions,
predicate,removed,numberOfMateches,
predicate,removed,numberOfMembers,
predicate,removed,numberOfMembersInParliament,
predicate,removed,numberOfMonks,
predicate,removed,numberOfMonuments,
predicate,removed,numberOfMounds,
predicate,removed,numberOfObservatories,
predicate,removed,numberOfOffices,
predicate,removed,numberOfOrbitsMade,
predicate,removed,numberOfPenthouses,
predicate,removed,numberOfPerformanceAreas,
predicate,removed,numberOfPlatforms,
predicate,removed,numberOfPlatinumDiscs,
predicate,removed,numberOfPlazas,
predicate,removed,numberOfPoliticalDivisions,
predicate,removed,numberOfProducts,
predicate,removed,numberOfPropellerBladesPerEngine,
predicate,removed,numberOfPropellersPerEngine,
predicate,removed,numberOfProperties,
predicate,removed,numberOfPropsAndEngines,
predicate,removed,numberOfProtesters,
predicate,removed,numberOfPub,
predicate,removed,numberOfPupils,
predicate,removed,numberOfRepresentativesElectedToU.s.Congress,
predicate,removed,numberOfResidences,
predicate,removed,numberOfRestaurants&Bars,
predicate,removed,numberOfRetailOutlets,
predicate,removed,numberOfSads,
predicate,removed,numberOfScenes,
predicate,removed,numberOfSchools,
predicate,removed,numberOfSeason,
predicate,removed,numberOfSeasons,
predicate,removed,numberOfSeats,
predicate,removed,numberOfSeries,
predicate,removed,numberOfServiceApartments,
predicate,removed,numberOfShorts,
predicate,removed,numberOfShowsCancelled,
predicate,removed,numberOfShrines,
predicate,removed,numberOfSirens,
predicate,removed,numberOfSongs,
predicate,removed,numberOfSpans,
predicate,removed,numberOfSports,
predicate,removed,numberOfStalls,
predicate,removed,numberOfStations,
predicate,removed,numberOfStelea,
predicate,removed,numberOfStore,
predicate,removed,numberOfStudents,
predicate,removed,numberOfStudentsInArtsStream,
predicate,removed,numberOfStudentsInCommerceStream,
predicate,removed,numberOfStudentsInScienceStream,
predicate,removed,numberOfSukus,
predicate,removed,numberOfSwimmingPool,
predicate,removed,numberOfTeacher,
predicate,removed,numberOfTeachers,
predicate,removed,numberOfTeachingStaff,
predicate,removed,numberOfTemples,
predicate,removed,numberOfTerminals,
predicate,removed,numberOfTerms,
predicate,removed,numberOfTheStudents,
predicate,removed,numberOfTheTeachingStaff,
predicate,removed,numberOfTracks,
predicate,removed,numberOfTrails,
predicate,removed,numberOfTrips,
predicate,removed,numberOfUsers,
predicate,removed,numberOfVcs,
predicate,removed,numberOfVideos,
predicate,removed,numberOfVillages,
predicate,removed,numberOfVillas,
predicate,removed,numberOfWarehouses,
predicate,removed,numberOfWaterSlides,
predicate,removed,numberOfXValues,
predicate,removed,numberOne,
predicate,removed,numberOnes,
predicate,removed,numberPlatePrefix,
predicate,removed,numberProduced,
predicate,removed,numberRuns,
predicate,removed,numberSeasons,
predicate,removed,numberSurvivors,
predicate,removed,numberWeeks,
predicate,removed,numberclass,
predicate,removed,numberi,
predicate,removed,numberinclass,
predicate,removed,numberinfranchise,
predicate,removed,numberinseason,
predicate,removed,numberinservice,
predicate,removed,numberofcosponsors,
predicate,removed,numberofdrops,
predicate,removed,numberoflines,
predicate,removed,numberordered,
predicate,removed,numberoutofservice,
predicate,removed,numberrehabbed,
predicate,removed,numbers.,
predicate,removed,numbersDelivered,
predicate,removed,numbersOfWards,
predicate,removed,numbersPlans,
predicate,removed,numberteams,
predicate,removed,numberwithdrawn,
predicate,removed,numcomm,
predicate,removed,numeroAlbumLive,
predicate,removed,numeroAlbumStudio,
predicate,removed,numeroTotaleAlbumPubblicati,
predicate,removed,nummerierung,
predicate,removed,nummernreihe,
predicate,removed,numnersOfMembers,
predicate,removed,numtext,
predicate,removed,numtitles,
predicate,removed,nuns,
predicate,removed,nupdate,
predicate,removed,nurse,
predicate,removed,nurses,
predicate,removed,nursingProgramDirector,
